+0.00000E+0	+0.00000E+0	-8.37205E-3	-4.18602E-7
+1.47000E-2	+1.40930E-2	+4.64833E-2	+5.07589E-4
+2.95000E-2	+2.82790E-2	+4.82381E-2	+1.03774E-3
+4.42000E-2	+4.23635E-2	+2.84016E-2	+1.65499E-3
+5.90000E-2	+5.65354E-2	+5.16713E-2	+2.30130E-3
+7.37000E-2	+7.06002E-2	+4.49574E-2	+2.98218E-3
+8.85000E-2	+8.47465E-2	+5.22053E-2	+3.69182E-3
+1.03200E-1	+9.87804E-2	+4.77803E-2	+4.39885E-3
+1.18000E-1	+1.12890E-1	+5.09083E-2	+5.11647E-3
+1.32700E-1	+1.26882E-1	+3.89302E-2	+5.81331E-3
+1.47500E-1	+1.40943E-1	+4.61781E-2	+6.52607E-3
+1.62200E-1	+1.54881E-1	+5.36549E-2	+7.24545E-3
+1.76900E-1	+1.68789E-1	+5.02217E-2	+7.97203E-3
+1.91700E-1	+1.82757E-1	+5.18239E-2	+8.67055E-3
+2.06400E-1	+1.96595E-1	+4.00746E-2	+9.39298E-3
+2.21200E-1	+2.10487E-1	+5.30446E-2	+1.00828E-2
+2.35900E-1	+2.24243E-1	+3.86250E-2	+1.07897E-2
+2.50700E-1	+2.38048E-1	+4.48811E-2	+1.14716E-2
+2.65400E-1	+2.51712E-1	+4.37367E-2	+1.21669E-2
+2.80200E-1	+2.65419E-1	+5.35023E-2	+1.28621E-2
+2.94900E-1	+2.78980E-1	+4.67885E-2	+1.35443E-2
+3.09700E-1	+2.92577E-1	+4.30501E-2	+1.42285E-2
+3.24400E-1	+3.06025E-1	+4.88484E-2	+1.48748E-2
+3.39100E-1	+3.19411E-1	+4.73225E-2	+1.55378E-2
+3.53900E-1	+3.32825E-1	+4.57967E-2	+1.61922E-2
+3.68600E-1	+3.46081E-1	+3.90828E-2	+1.68564E-2
+3.83400E-1	+3.59358E-1	+3.99983E-2	+1.74839E-2
+3.98100E-1	+3.72474E-1	+3.64888E-2	+1.81255E-2
+4.12900E-1	+3.85605E-1	+4.45760E-2	+1.87662E-2
+4.27600E-1	+3.98569E-1	+4.52626E-2	+1.93827E-2
+4.42400E-1	+4.11542E-1	+4.93825E-2	+2.00032E-2
+4.57100E-1	+4.24346E-1	+4.67122E-2	+2.06045E-2
+4.71900E-1	+4.37151E-1	+4.30501E-2	+2.12092E-2
+4.86600E-1	+4.49783E-1	+4.12190E-2	+2.18043E-2
+5.01400E-1	+4.62410E-1	+3.44289E-2	+2.23752E-2
+5.16100E-1	+4.74860E-1	+3.66414E-2	+2.29579E-2
+5.30800E-1	+4.87215E-1	+3.43526E-2	+2.35179E-2
+5.45600E-1	+4.99557E-1	+3.30556E-2	+2.40648E-2
+5.60300E-1	+5.11716E-1	+3.16823E-2	+2.46110E-2
+5.75100E-1	+5.23855E-1	+2.79439E-2	+2.51513E-2
+5.89800E-1	+5.35807E-1	+3.39711E-2	+2.56882E-2
+6.04600E-1	+5.47734E-1	+3.35896E-2	+2.62218E-2
+6.19300E-1	+5.59470E-1	+3.51918E-2	+2.67371E-2
+6.34100E-1	+5.71174E-1	+3.47340E-2	+2.72645E-2
+6.48800E-1	+5.82685E-1	+4.33552E-2	+2.77663E-2
+6.63600E-1	+5.94158E-1	+4.16768E-2	+2.82542E-2
+6.78300E-1	+6.05435E-1	+3.83961E-2	+2.87310E-2
+6.93000E-1	+6.16591E-1	+2.67995E-2	+2.91986E-2
+7.07800E-1	+6.27700E-1	+2.01619E-2	+2.96943E-2
+7.22500E-1	+6.38608E-1	+2.22981E-2	+3.01759E-2
+7.37300E-1	+6.49463E-1	+4.23634E-2	+3.06240E-2
+7.52000E-1	+6.60114E-1	+4.41182E-2	+3.10454E-2
+7.66800E-1	+6.70706E-1	+1.95515E-2	+3.14763E-2
+7.81500E-1	+6.81093E-1	+1.81782E-2	+3.19436E-2
+7.96300E-1	+6.91413E-1	+4.41182E-2	+3.23480E-2
+8.11000E-1	+7.01526E-1	+3.03853E-2	+3.27172E-2
+8.25800E-1	+7.11567E-1	+1.92764E-3	+3.31604E-2
+8.40500E-1	+7.21398E-1	+4.25160E-2	+3.35594E-2
+8.55200E-1	+7.31086E-1	+2.45869E-2	+3.38956E-2
+8.70000E-1	+7.40694E-1	+1.23799E-2	+3.43198E-2
+8.84700E-1	+7.50088E-1	+3.83198E-2	+3.46500E-2
+8.99500E-1	+7.59396E-1	+1.19221E-2	+3.50333E-2
+9.14200E-1	+7.68490E-1	+3.52681E-2	+3.53767E-2
+9.29000E-1	+7.77492E-1	+1.93227E-2	+3.57208E-2
+9.43700E-1	+7.86278E-1	+2.82490E-2	+3.60446E-2
+9.58500E-1	+7.94965E-1	+1.83308E-2	+3.63821E-2
+9.73200E-1	+8.03436E-1	+2.09248E-2	+3.66767E-2
+9.88000E-1	+8.11803E-1	+2.80965E-2	+3.69984E-2
+1.00270E+0	+8.19952E-1	+1.72627E-2	+3.72925E-2
+1.01740E+0	+8.27938E-1	+1.84834E-2	+3.75744E-2
+1.03220E+0	+8.35812E-1	+2.35188E-2	+3.78701E-2
+1.04690E+0	+8.43466E-1	+1.74916E-2	+3.81461E-2
+1.06170E+0	+8.51003E-1	+1.92464E-2	+3.84065E-2
+1.07640E+0	+8.58320E-1	+1.68050E-2	+3.86631E-2
+1.09120E+0	+8.65514E-1	+1.56605E-2	+3.89209E-2
+1.10590E+0	+8.72487E-1	+1.83308E-2	+3.91761E-2
+1.12070E+0	+8.79332E-1	+1.81782E-2	+3.94272E-2
+1.13540E+0	+8.85956E-1	+1.42110E-2	+3.96484E-2
+1.15020E+0	+8.92447E-1	+1.19221E-2	+3.98761E-2
+1.16490E+0	+8.98717E-1	+1.42110E-2	+4.00903E-2
+1.17960E+0	+9.04807E-1	+1.39058E-2	+4.03087E-2
+1.19440E+0	+9.10758E-1	+1.03200E-2	+4.05031E-2
+1.20910E+0	+9.16487E-1	+9.40444E-3	+4.07098E-2
+1.22390E+0	+9.22072E-1	+6.42898E-3	+4.09003E-2
+1.23860E+0	+9.27434E-1	+1.36769E-2	+4.10887E-2
+1.25340E+0	+9.32647E-1	+1.23036E-2	+4.12534E-2
